epoch,ext/train/acc,ext/train/acc5,ext/train/loss,ext/train/lr,ext/val/acc,ext/val/acc5,ext/val/loss,step
0,,,,,11.41774845123291,31.980520248413086,3.638106107711792,6104
0,6.472154140472412,22.18994903564453,3.9106996059417725,0.0006999970646575093,,,,6104
1,,,,,12.824675559997559,35.93073654174805,3.5711469650268555,12209
1,9.76424503326416,29.199718475341797,3.7302963733673096,0.0006999970646575093,,,,12209
2,,,,,15.259739875793457,39.58333206176758,3.4627621173858643,18314
2,11.671639442443848,32.65648651123047,3.6457791328430176,0.0006999970646575093,,,,18314
3,,,,,17.50541114807129,43.100650787353516,3.3770546913146973,24419
3,12.87322998046875,34.4284553527832,3.6072897911071777,0.0006999970646575093,,,,24419
4,,,,,18.83116912841797,43.235931396484375,3.3534650802612305,30524
4,13.777641296386719,35.83274841308594,3.56770396232605,0.0006999970646575093,,,,30524
5,,,,,18.993507385253906,43.91233825683594,3.3505136966705322,36629
5,14.004914283752441,36.36158752441406,3.5531275272369385,0.0006999970646575093,,,,36629
6,,,,,17.85714340209961,43.58766174316406,3.3498213291168213,42734
6,14.398326873779297,36.81145477294922,3.538261651992798,0.0006999970646575093,,,,42734
7,,,,,18.47943687438965,44.53463363647461,3.3346526622772217,48839
7,14.676787376403809,37.36018371582031,3.522751808166504,0.0006999970646575093,,,,48839
8,,,,,19.561687469482422,45.373374938964844,3.3121743202209473,54944
8,14.935357093811035,37.681644439697266,3.5159456729888916,0.0006999970646575093,,,,54944
9,,,,,19.66991424560547,45.61688232421875,3.3059849739074707,61049
9,15.098572731018066,37.908329010009766,3.508974313735962,0.0006999970646575093,,,,61049
10,,,,,19.751081466674805,47.727272033691406,3.26253080368042,67154
10,15.710190773010254,38.48894500732422,3.494227170944214,0.0006999970646575093,,,,67154
11,,,,,21.37445831298828,47.700218200683594,3.2432029247283936,73259
11,15.929858207702637,38.857200622558594,3.4841904640197754,0.0006999970646575093,,,,73259
12,,,,,21.428571701049805,46.2662353515625,3.268747568130493,79364
12,16.167953491210938,39.2447624206543,3.4755423069000244,0.0006999970646575093,,,,79364
13,,,,,19.85930824279785,46.99675369262695,3.255551815032959,85469
13,16.435007095336914,39.57207107543945,3.4637486934661865,0.0006999970646575093,,,,85469
14,,,,,19.72402572631836,45.64393997192383,3.277881383895874,91574
14,16.377384185791016,39.480228424072266,3.466501474380493,0.0006999970646575093,,,,91574
15,,,,,20.725109100341797,45.806278228759766,3.2625386714935303,97679
15,16.3984432220459,39.53346252441406,3.4628071784973145,0.0006999970646575093,,,,97679
16,,,,,20.56277084350586,45.91450119018555,3.272602081298828,103784
16,16.388206481933594,39.54867172241211,3.46207594871521,0.0006999970646575093,,,,103784
17,,,,,21.834415435791016,49.485931396484375,3.2046515941619873,109889
17,16.708202362060547,39.790863037109375,3.4517953395843506,0.0006999970646575093,,,,109889
18,,,,,20.860389709472656,48.43073654174805,3.2068545818328857,115994
18,16.62659454345703,39.880367279052734,3.450666904449463,0.0006999970646575093,,,,115994
19,,,,,19.345237731933594,45.860389709472656,3.271934986114502,122099
19,16.68216896057129,39.866912841796875,3.4505696296691895,0.0006999970646575093,,,,122099
20,,,,,19.778139114379883,47.56493377685547,3.2398149967193604,128204
20,16.45899200439453,39.6884880065918,3.4551808834075928,0.0006999970646575093,,,,128204
21,,,,,21.563852310180664,48.21428680419922,3.226569414138794,134309
21,16.659353256225586,39.824501037597656,3.4525258541107178,0.0006999970646575093,,,,134309
22,,,,,20.183982849121094,45.183982849121094,3.273998737335205,140414
22,16.80092430114746,40.0465087890625,3.446647882461548,0.0006999970646575093,,,,140414
23,,,,,20.400432586669922,47.050865173339844,3.2349307537078857,146519
23,16.76933479309082,40.025447845458984,3.444849729537964,0.0006999970646575093,,,,146519
24,,,,,20.265151977539062,46.80735778808594,3.231416702270508,152624
24,16.716684341430664,40.04387664794922,3.4452030658721924,0.0006999970646575093,,,,152624
25,,,,,21.753246307373047,47.619049072265625,3.213879346847534,158729
25,16.821399688720703,40.204750061035156,3.4408118724823,0.0006999970646575093,,,,158729
26,,,,,20.535715103149414,47.943721771240234,3.2217929363250732,164834
26,16.868200302124023,40.141571044921875,3.4414000511169434,0.0006999970646575093,,,,164834
27,,,,,20.96861457824707,46.29328918457031,3.2453696727752686,170939
27,17.065343856811523,40.323211669921875,3.4367008209228516,0.0006999970646575093,,,,170939
28,,,,,19.50757598876953,46.37445831298828,3.2698206901550293,177044
28,17.08903694152832,40.260032653808594,3.436243772506714,0.0006999970646575093,,,,177044
29,,,,,20.83333396911621,46.29328918457031,3.2365429401397705,183149
29,16.998069763183594,40.23721694946289,3.4380269050598145,0.0006999970646575093,,,,183149
30,,,,,20.400432586669922,46.834415435791016,3.253617286682129,189254
30,16.98812484741211,40.29074478149414,3.4368302822113037,0.0006999970646575093,,,,189254
31,,,,,19.31818199157715,47.24026107788086,3.2368316650390625,195359
31,17.07295036315918,40.22054672241211,3.4308624267578125,0.0006999970646575093,,,,195359
32,,,,,20.48160171508789,44.832252502441406,3.2671964168548584,201464
32,17.168012619018555,40.39692306518555,3.430018901824951,0.0006999970646575093,,,,201464
33,,,,,19.18290138244629,46.15800857543945,3.2525227069854736,207569
33,17.219200134277344,40.52094268798828,3.427572250366211,0.0006999970646575093,,,,207569
34,,,,,21.617965698242188,46.80735778808594,3.2476108074188232,213674
34,17.246694564819336,40.46156692504883,3.428309679031372,0.0006999970646575093,,,,213674
35,,,,,20.12986946105957,47.862552642822266,3.2411887645721436,219779
35,17.11565399169922,40.39838409423828,3.4323198795318604,0.0006999970646575093,,,,219779
36,,,,,19.751081466674805,47.13203430175781,3.2619786262512207,225884
36,17.164209365844727,40.568912506103516,3.4244847297668457,0.0006999970646575093,,,,225884
37,,,,,20.589826583862305,47.34848403930664,3.2422430515289307,231989
37,17.275651931762695,40.6025505065918,3.4231090545654297,0.0006999970646575093,,,,231989
38,,,,,20.400432586669922,47.943721771240234,3.235869884490967,238094
38,17.17415428161621,40.53761672973633,3.427372455596924,0.0006999970646575093,,,,238094
39,,,,,20.102813720703125,47.1861457824707,3.249152421951294,244199
39,17.104248046875,40.507781982421875,3.4257051944732666,0.0006999970646575093,,,,244199
40,,,,,20.670995712280273,46.59090805053711,3.248281240463257,250304
40,17.24318504333496,40.59055709838867,3.426748037338257,0.0006999970646575093,,,,250304
41,,,,,19.85930824279785,47.700218200683594,3.2398805618286133,256409
41,17.24962043762207,40.60576629638672,3.421931743621826,0.0006999970646575093,,,,256409
42,,,,,18.966449737548828,45.156925201416016,3.2748639583587646,262514
42,17.066221237182617,40.6025505065918,3.4249608516693115,0.0006999970646575093,,,,262514
43,,,,,20.643939971923828,46.15800857543945,3.2717185020446777,268619
43,17.253129959106445,40.57242202758789,3.425034284591675,0.0006999970646575093,,,,268619
44,,,,,20.91450309753418,45.995670318603516,3.2527472972869873,274724
44,17.318649291992188,40.735931396484375,3.4201865196228027,0.0006999970646575093,,,,274724
45,,,,,22.591991424560547,47.26731491088867,3.236018657684326,280829
45,17.325084686279297,40.811981201171875,3.4180636405944824,0.0006999970646575093,,,,280829
46,,,,,19.534631729125977,47.537879943847656,3.2598578929901123,286934
46,17.434480667114258,40.756404876708984,3.4196066856384277,0.0006999970646575093,,,,286934
47,,,,,20.96861457824707,47.37554168701172,3.2157952785491943,293039
47,17.369836807250977,40.72627639770508,3.4194839000701904,0.0006999970646575093,,,,293039
48,,,,,20.21103858947754,45.48160171508789,3.2653417587280273,299144
48,17.254592895507812,40.582366943359375,3.423170328140259,0.0006999970646575093,,,,299144
49,,,,,20.69805145263672,46.59090805053711,3.2243454456329346,305249
49,17.248449325561523,40.610740661621094,3.423292875289917,0.0006999970646575093,,,,305249
50,,,,,20.183982849121094,47.104976654052734,3.2367191314697266,311354
50,17.239967346191406,40.72159957885742,3.4240341186523438,0.0006999970646575093,,,,311354
51,,,,,19.50757598876953,46.861473083496094,3.260108232498169,317459
51,17.301977157592773,40.84210968017578,3.420954465866089,0.0006999970646575093,,,,317459
52,,,,,20.183982849121094,47.7813835144043,3.2149698734283447,323564
52,17.312213897705078,40.75699234008789,3.421645402908325,0.0006999970646575093,,,,323564
53,,,,,20.61688232421875,48.24134063720703,3.211275815963745,329669
53,17.36135482788086,40.69702911376953,3.420661449432373,0.0006999970646575093,,,,329669
54,,,,,20.183982849121094,45.53571319580078,3.2611570358276367,335774
54,17.304025650024414,40.78331756591797,3.4195284843444824,0.0006999970646575093,,,,335774
55,,,,,20.83333396911621,47.07792282104492,3.228080987930298,341879
55,17.333274841308594,40.89622116088867,3.4150612354278564,0.0006999970646575093,,,,341879
56,,,,,19.886363983154297,45.40043258666992,3.2875847816467285,347984
56,17.38153648376465,40.91844940185547,3.4161627292633057,0.0006999970646575093,,,,347984
57,,,,,21.10389518737793,47.59199142456055,3.2217483520507812,354089
57,17.40435218811035,40.85146713256836,3.41823410987854,0.0006999970646575093,,,,354089
58,,,,,20.670995712280273,47.56493377685547,3.2414469718933105,360194
58,17.34556007385254,40.9678840637207,3.416142463684082,0.0006999970646575093,,,,360194
59,,,,,20.21103858947754,47.050865173339844,3.2394626140594482,366299
59,17.309289932250977,40.92927169799805,3.4138879776000977,0.0006999970646575093,,,,366299
60,,,,,20.48160171508789,46.32034683227539,3.242701768875122,372404
60,17.290863037109375,40.82514190673828,3.4199275970458984,0.0006999970646575093,,,,372404
61,,,,,20.292207717895508,46.022727966308594,3.253274917602539,378509
61,17.311044692993164,40.96174240112305,3.4145700931549072,0.0006999970646575093,,,,378509
62,,,,,21.10389518737793,48.40367889404297,3.21165132522583,384614
62,17.372468948364258,40.793846130371094,3.419041156768799,0.0006999970646575093,,,,384614
63,,,,,22.402597427368164,49.86471939086914,3.182784080505371,390719
63,17.624897003173828,41.122615814208984,3.411780834197998,0.0006999970646575093,,,,390719
64,,,,,20.535715103149414,47.51082229614258,3.235106945037842,396824
64,17.447057723999023,41.00503158569336,3.413776397705078,0.0006999970646575093,,,,396824
65,,,,,19.751081466674805,46.645023345947266,3.231637716293335,402929
65,17.52252197265625,41.03544998168945,3.4120399951934814,0.0006999970646575093,,,,402929
66,,,,,21.130952835083008,47.104976654052734,3.246774196624756,409034
66,17.210132598876953,40.81929397583008,3.4209821224212646,0.0006999970646575093,,,,409034
67,,,,,20.535715103149414,46.37445831298828,3.2350432872772217,415139
67,17.497074127197266,41.03223419189453,3.413925886154175,0.0006999970646575093,,,,415139
68,,,,,21.699134826660156,48.647186279296875,3.2131404876708984,421244
68,17.484790802001953,40.8476676940918,3.4150586128234863,0.0006999970646575093,,,,421244
69,,,,,20.589826583862305,47.700218200683594,3.2302143573760986,427349
69,17.498537063598633,41.05972671508789,3.412778854370117,0.0006999970646575093,,,,427349
70,,,,,19.074674606323242,46.18506622314453,3.2578554153442383,433454
70,17.409910202026367,40.937171936035156,3.4149093627929688,0.0006999970646575093,,,,433454
71,,,,,20.48160171508789,46.861473083496094,3.254683017730713,439559
71,17.487422943115234,40.905582427978516,3.415842294692993,0.0006999970646575093,,,,439559
72,,,,,19.37229347229004,45.75216293334961,3.2672653198242188,445664
72,17.45319938659668,40.94448471069336,3.412357807159424,0.0006999970646575093,,,,445664
73,,,,,21.022727966308594,47.754329681396484,3.2195944786071777,451769
73,17.46841049194336,40.919620513916016,3.412705183029175,0.0006999970646575093,,,,451769
74,,,,,20.56277084350586,48.836578369140625,3.212010145187378,457874
74,17.4423770904541,40.88685989379883,3.4146342277526855,0.0006999970646575093,,,,457874
75,,,,,20.779220581054688,47.29437255859375,3.2415900230407715,463979
75,17.424535751342773,40.93541717529297,3.4149441719055176,0.0006999970646575093,,,,463979
76,,,,,18.83116912841797,45.29220962524414,3.2787888050079346,470084
76,17.484790802001953,40.95208740234375,3.4109950065612793,0.0006999970646575093,,,,470084
77,,,,,20.83333396911621,47.56493377685547,3.2198286056518555,476189
77,17.42160987854004,40.828067779541016,3.418410301208496,0.0006999970646575093,,,,476189
78,,,,,20.15692710876465,47.754329681396484,3.2282254695892334,482294
78,17.499122619628906,40.89095687866211,3.4143457412719727,0.0006999970646575093,,,,482294
79,,,,,20.34632110595703,46.59090805053711,3.2661683559417725,488399
79,17.394407272338867,40.89563751220703,3.4166202545166016,0.0006999970646575093,,,,488399
